title,price,discountedPrice,coupon,brand,size,extraDetail,productID,modelNo,frameWidth,frameDimensions,frameColour,link
Black Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16783,VC E16783,136 mm,53-17-145,Black,/vincent-chase-vc-e16783-c1-eyeglasses.html
Black Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16754,VC S16754,141 mm,51-17-145,Black,/vincent-chase-vc-s16754-c3-sunglasses.html
Black Full Rim Wayfarer,5000,4000,SINGLE,John Jacobs,Wide,,s13025,JJ S13025,140 mm,52-18-145,Black,/john-jacobs-jj-s13025-c1-sunglasses.html
Black Gold Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13634,VC E13634,135 mm,52-16-145,Black Gold,/vincent-chase-vc-e13634-full-rim-rectangle-metal-steel-escobar-c1-eyeglasses.html
Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e10502,VC E10502,131 mm,52-17-140,,/vincent-chase-vc-e10502-c8-c8-eyeglasses.html
Gunmetal Black Full Rim Geometric,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s15408,VC S15408,135 mm,48-20-143,,/vincent-chase-vc-s15408-c1-sunglasses.html
Gold Full Rim Geometric,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s14077,VC S14077,133 mm,50-21-145,Gold,/vincent-chase-vc-s14077-c3-c3-sunglasses.html
Blue Full Rim Aviator,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16785,VC E16785,136 mm,54-16-145,Blue,/vincent-chase-vc-e16785-c1-eyeglasses.html
Black Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16753,VC S16753,141 mm,54-18-147,Black,/vincent-chase-vc-s16753-c2-sunglasses.html
Gunmetal Black Full Rim Square,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e16116,JJ E16116,141 mm,55-17-145,,/john-jacobs-jj-e16116-c2-eyeglasses.html
Black Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e13624,VC E13624,140 mm,55-17-145,Black,/vincent-chase-vc-e13624-full-rim-square-metal-steel-escobar-c3-eyeglasses.html
Blue Transparent Full Rim Square,1700,1200,SINGLE,Vincent Chase,Extra Wide,Frame + Lens,e14105,VC E14105,142 mm,54-17-140,Blue Transparent,/vincent-chase-vc-e14105-c2-c2-eyeglasses.html
Gold Full Rim Aviator,1500,1000,₹1500,Vincent Chase Polarized,Wide,,5158/p,VC 5158/P,141 mm,57-16-140,Gold,/vincent-chase-vc-5158/p-l2-sunglasses.html
Matte Black Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s14461,VC S14461,142 mm,55-18-141,Matte Black,/vincent-chase-vc-s14461-c6-sunglasses.html
Black Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16455,VC E16455,138 mm,56-16-145,Black,/vincent-chase-vc-e16455-c1-eyeglasses.html
Yellow Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16663,VC S16663,136 mm,53-16-140,Yellow,/vincent-chase-vc-s16663-c3-sunglasses.html
Black Transparent Full Rim Wayfarer,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e15293,JJ E15293,141 mm,51-20-140,Black Transparent,/john-jacobs-jj-e15293-c1-eyeglasses.html
Matte Black Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase,Medium,,s14458,VC S14458,139 mm,56-16-142,Matte Black,/vincent-chase-vc-s14458-c1-sunglasses.html
Transparent Blue Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13037,VC E13037,136 mm,52-19-140,Transparent Blue,/vincent-chase-vc-e13037-full-rim-rect-way-acetate-crystal-blue-transparent-c6-eyeglasses.html
Black Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s13164,LA S13164,141 mm,42-18-145,,/vincent-chase-la-s13164-l1-sunglasses.html
Black Full Rim Round,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s13137,VC S13137,135 mm,50-20-145,,/vincent-chase-vc-s13137-c1-c1-sunglasses.html
Blue Green Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16454,VC E16454,138 mm,55-16-145,Blue Green,/vincent-chase-vc-e16454-c2-eyeglasses.html
Grey Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16746,VC S16746,143 mm,51-22-140,Grey,/vincent-chase-vc-s16746-c2-sunglasses.html
Grey Transparent Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e16115,JJ E16115,138 mm,56-14-145,Grey Transparent,/john-jacobs-jj-e16115-c3-eyeglasses.html
Silver Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s15400,VC S15400,142 mm,54-19-147,,/vincent-chase-vc-s15400-c3-sunglasses.html
Silver Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s15400,VC S15400,142 mm,54-19-147,,/vincent-chase-vc-s15400-c2-sunglasses.html
Light Green Transparent Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16665,VC E16665,137 mm,55-16-140,Light Green Transparent,/vincent-chase-vc-e16665-c2-eyeglasses.html
Brown Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16662,VC S16662,142 mm,55-18-145,Brown,/vincent-chase-vc-s16662-c3-sunglasses.html
Grey Transparent Full Rim Wayfarer,5000,4000,SINGLE,John Jacobs,Wide,,s13313,JJ S13313,139 mm,52-19-145,Grey Transparent,/john-jacobs-jj-s13313-c1-sunglasses.html
Gold Full Rim Geometric,2000,1500,₹2000,Vincent Chase,Narrow,,s13984,VC S13984,133 mm,50-20-146,Gold,/vincent-chase-vc-s13984-c4-sunglasses.html
Silver Full Rim Geometric,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s14077,VC S14077,133 mm,50-21-145,Silver,/vincent-chase-vc-s14077-c1-c1-sunglasses.html
Silver Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e16656,VC E16656,133 mm,51-17-140,Silver,/vincent-chase-vc-e16656-c2-eyeglasses.html
Brown Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16661,VC S16661,142 mm,54-18-145,Brown,/vincent-chase-vc-s16661-c2-sunglasses.html
Black Tortoise Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Narrow,Frame + Lens,e10007,JJ E10007,130 mm,48-18-140,Black Tortoise,/john-jacobs-jj-e10007-c9-rectangle-eyeglasses.html
Transparent Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e11260,VC E11260-S,132 mm,51-15-145,Transparent,/vincent-chase-vc-e11260-s-c3-eyeglasses.html
Black Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13029,VC E13029,136 mm,52-17-140,Black,/vincent-chase-vc-e13029-c1-eyeglasses.html
Black Full Rim Aviator,1500,1000,₹1500,Vincent Chase Polarized,Wide,,5158/p,VC 5158/P,141 mm,57-16-140,Black,/vincent-chase-vc-5158/p-l1-sunglasses.html
Gold Grey Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s11759,VC S11759,142 mm,58-16-143,Gold Grey,/vincent-chase-vc-s11759-c4-sunglasses.html
Milky Green Full Rim Round,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e16670,VC E16670,132 mm,49-19-140,,/vincent-chase-vc-e16670-c2-eyeglasses.html
Brown Transparent Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16660,VC S16660,139 mm,55-16-140,Brown Transparent,/vincent-chase-vc-s16660-c1-sunglasses.html
Transparent Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,rim,JJ E11820,137 mm,52-18-145,Transparent,/transparent-tortoise-full-rim-square-medium-size-52-john-jacobs-rich-acetate-jj-e11820-c4-eyeglasses.html
Silver Black Half Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e13393,VC E13393,132 mm,52-17-135,Silver Black,/vincent-chase-vc-e13393-c2-eyeglasses.html
Transparent Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14972,VC E14972,136 mm,52-17-140,Transparent,/vincent-chase-vc-e14972-c2-eyeglasses.html
Matte Blue Grey Full Rim Wayfarer,2000,1500,₹2000,Vincent Chase Polarized,Wide,,s13820,VC S13820,142 mm,56-17-140,Matte Blue Grey,/vincent-chase-vc-s13820-c2-suglasses.html
Matte Black Golden Full Rim Clubmaster,2000,1500,SINGLE,Vincent Chase Polarized,Extra Wide,,rim,VC S10681/P,146 mm,53-20-145,Matte Black Golden,/black-grey-full-rim-clubmaster-small-size-53-vincent-chase-polarized-popstar-vc-s10681-p-c2-sunglasses.html
Purple Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16659,VC E16659,136 mm,54-15-140,,/vincent-chase-vc-e16659-c1-eyeglasses.html
Black Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16744,VC S16744,144 mm,53-19-143,Black,/vincent-chase-vc-s16744-c1-sunglasses.html
Pink Transparent Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e14409,JJ E14409,132 mm,52-15-140,Pink Transparent,/john-jacobs-jj-e14409-c5-eyeglasses.html
Copper Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e13788,VC E13788,131 mm,48-18-145,Copper,/vincent-chase-vc-e13788-c3-eyeglasses.html
Brown Transparent Full Rim Round,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14971,VC E14971,137 mm,50-20-145,,/vincent-chase-vc-e14971-c2-eyeglasses.html
Black Full Rim Wayfarer,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,5147/p,VC 5147/P,143 mm,50-23-153,Black,/vincent-chase-vc-5147/p-c108-sunglasses.html
Silver Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s13115,VC S13115,135 mm,52-14-145,Silver,/vincent-chase-vc-s13115-c9-sunglasses.html
Pink Transparent Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16668,VC E16668,137 mm,54-14-140,Pink Transparent,/vincent-chase-vc-e16668-c2-eyeglasses.html
Brown Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16743,VC S16743,141 mm,51-20-140,Brown,/vincent-chase-vc-s16743-c2-sunglasses.html
Gunmetal Green Full Rim Square,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e13105,JJ E13105,138 mm,53-17-145,Gunmetal Green,/john-jacobs-jj-e13105-c9-eyeglasses.html
Grey Full Rim Round,1700,1200,SINGLE,Vincent Chase,Extra Wide,Frame + Lens,e13033,VC E13033,142 mm,51-19-141,Grey,/vincent-chase-vc-e13033-c2-eyeglasses.html
Black Full Rim Square,1700,1200,SINGLE,Vincent Chase,Extra Wide,Frame + Lens,e16002,VC E16002,144 mm,55-16-145,,/vincent-chase-vc-e16002-c1-eyeglasses.html
Brown Tortoise Gold Full Rim Clubmaster,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s14475,VC S14475,134 mm,50-19-151,Brown Tortoise Gold,/vincent-chase-vc-s14475-c1-sunglasses.html
Gold Full Rim Round,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s15398,VC S15398,138 mm,50-22-143,Gold,/vincent-chase-vc-s15398-c1-sunglasses.html
Blue Transparent Full Rim Square,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16606,VC E16606,139 mm,54-18-145,Blue Transparent,/vincent-chase-vc-e16606-c1-eyeglasses.html
Silver Green Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Extra Narrow,,s16547,VC S16547,123 mm,50-14-140,,/vincent-chase-vc-s16547-c1-sunglasses.html
Black Full Rim Hexagonal,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,rim,JJ E11675,135 mm,50-20-145,Black,/black-gunmetal-full-rim-hexagon-small-size-50-john-jacobs-supreme-steel-jj-e11675-c2-eyeglasses.html
Blue Gunmetal Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14936,VC E14936,137 mm,51-19-149,Blue Gunmetal,/vincent-chase-vc-e14936-c1-eyeglasses.html
Black Gunmetal Full Rim Square,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e14209,VC E14209,132 mm,51-18-145,Black Gunmetal,/vincent-chase-vc-e14209-c1-eyeglasses.html
Black Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,rim,VC S14079,139 mm,55-18-145,,/black-blue-full-rim-cat-eye-vincent-chase-polarized-premium-vc-s14079-c-5-polarized-sunglasses.html
Gunmetal Black Full Rim Aviator,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s15407,VC S15407,140 mm,54-16-143,,/vincent-chase-vc-s15407-c1-sunglasses.html
Light Blue Full Rim Round,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16654,VC E16654,136 mm,53-17-140,Light Blue,/vincent-chase-vc-e16654-c2-eyeglasses.html
Gunmetal Green Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Extra Narrow,,s16551,VC S16551,127 mm,50-17-140,Gunmetal Green,/vincent-chase-vc-s16551-c2-sunglasses.html
Gunmetal Black Half Rim Rectangle,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e11678,JJ E11678,137 mm,50-19-145,Gunmetal Black,/john-jacobs-jj-e11678-c7-eyeglasses.html
Blue Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e10502,VC E10502,130 mm,52-17-140,Blue,/vincent-chase-vc-e10502-c-2-eyeglasses.html
Gunmetal Silver Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e14937,VC E14937,139 mm,53-17-149,Gunmetal Silver,/vincent-chase-vc-e14937-c2-eyeglasses.html
Gold Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s13115,VC S13115,135 mm,52-14-145,Gold,/vincent-chase-vc-s13115-c2-c2-sunglasses.html
Gold Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s15400,VC S15400,142 mm,54-19-147,,/vincent-chase-vc-s15400-c1-sunglasses.html
Purple Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16655,VC E16655,135 mm,53-18-145,Purple,/vincent-chase-vc-e16655-c1-eyeglasses.html
Gold Pink Full Rim Geometric,2000,1500,SINGLE,Vincent Chase Polarized,Extra Narrow,,s16549,VC S16549,126 mm,50-18-140,Gold Pink,/vincent-chase-vc-s16549-c2-sunglasses.html
Black Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e14409,JJ E14409,134 mm,52-15-140,Black,/john-jacobs-jj-e14409-c2-eyeglasses.html
Black Silver Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13634,VC E13634,134 mm,52-16-145,Black Silver,/vincent-chase-vc-e13634-c7-eyeglasses.html
Matte Green Full Rim Clubmaster,2000,1500,₹2000,Vincent Chase Polarized,Medium,,s14482,VC S14482,140 mm,51-19-45,Matte Green,/vincent-chase-vc-s14482-c5-sunglasses.html
Tortoise Full Rim Wayfarer,2000,1500,₹2000,Vincent Chase Polarized,Wide,,s11113,VC S11113,142 mm,54-17-142,Tortoise,/vincent-chase-vc-s11113-l2-sunglasses.html
Gunmetal Grey Full Rim Aviator,2000,1500,₹2000,Vincent Chase,Narrow,,s16734,VC S16734,135 mm,54-14-140,,/vincent-chase-vc-s16734-c2-sunglasses.html
Green Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Extra Narrow,,s16552,VC S16552,130 mm,51-16-140,Green,/vincent-chase-vc-s16552-c3-sunglasses.html
Gunmetal Grey Full Rim Aviator,3500,2500,SINGLE,John Jacobs,Medium,,s12808,JJ S12808,135 mm,55-16-145,Gunmetal Grey,/john-jacobs-jj-s12808-c1-sunglasses.html
Black Full Rim Round,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e14032,VC E14032,129 mm,48-18-145,,/vincent-chase-vc-e14032-c2-eyeglasses.html
Matte Gunmetal Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13787,VC E13787,136 mm,51-17-145,Matte Gunmetal,/vincent-chase-vc-e13787-c2-eyeglasses.html
Gold Full Rim Geometric,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s15403,VC S15403,136 mm,54-17-135,Gold,/vincent-chase-vc-s15403-c1-sunglasses.html
Black Full Rim Aviator,1500,1000,₹1500,Vincent Chase Polarized,Wide,,5158/p,VC 5158/P,141 mm,57-16-140,Black,/vincent-chase-vc-5158/p-l3-sunglasses.html
Blue Half Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16649,VC E16649,136 mm,55-17-140,Blue,/vincent-chase-vc-e16649-c3-eyeglasses.html
Gunmetal Black Full Rim Aviator,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s16554,VC S16554,132 mm,54-14-140,,/vincent-chase-vc-s16554-c2-sunglasses.html
Grey Full Rim Wayfarer,5000,4000,SINGLE,John Jacobs,Medium,,s13227,JJ S13227,137 mm,53-17-145,Grey,/john-jacobs-jj-s13227-c1-sunglasses.html
Grey Transparent Full Rim Square,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13499,VC E13499,137 mm,51-23-145,,/vincent-chase-vc-e13499-c6-eyeglasses.html
Copper Brown Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13757,VC E13757,134 mm,54-17-140,Copper Brown,/vincent-chase-vc-e13757-c3-eyeglasses.html
Brown Tortoise Full Rim Geometric,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s15408,VC S15408,135 mm,48-20-143,,/vincent-chase-vc-s15408-c2-sunglasses.html
Grey Transparent Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16748,VC S16748,143 mm,51-22-149,Grey Transparent,/vincent-chase-vc-s16748-c2-sunglasses.html
Blue Half Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e16651,VC E16651,132 mm,52-17-145,Blue,/vincent-chase-vc-e16651-c2-eyeglasses.html
Gold Green Full Rim Geometric,2000,1500,SINGLE,Vincent Chase Polarized,Extra Narrow,,s16550,VC S16550,126 mm,49-17-140,Gold Green,/vincent-chase-vc-s16550-c2-sunglasses.html
Grey Transparent Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e16115,JJ E16115,138 mm,56-14-145,Grey Transparent,/john-jacobs-jj-e16115-c1-eyeglasses.html
Pink Gold Full Rim Round,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e14032,VC E14032,129 mm,48-18-145,Pink Gold,/vincent-chase-vc-e14032-c4-eyeglasses.html
Silver Grey Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e15349,VC E15349,137 mm,55-16-145,,/vincent-chase-vc-e15349-c3-eyeglasses.html
Silver Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s13116,VC S13116,138 mm,54-14-145,Silver,/vincent-chase-vc-s13116-c7-sunglasses.html
Gold Full Rim Aviator,1500,1000,SINGLE,Vincent Chase Polarized,Medium,,s11075,VC S11075,138 mm,55-16-140,,/vincent-chase-vc-s11075-c12-sunglasses.html
Purple Half Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e16653,VC E16653,132 mm,52-17-145,Purple,/vincent-chase-vc-e16653-c2-eyeglasses.html
Gold Sky Blue Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Extra Narrow,,s16548,VC S16548,130 mm,51-17-140,Gold Sky Blue,/vincent-chase-vc-s16548-c3-sunglasses.html
Gunmetal Black Rimless Rectangle,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,jj,JJ E12610,134 mm,55-17-142,Gunmetal Black,/john-jacobs-rimless-jj-e12610-c3-eyeglasses.html
Blue Brown Full Rim Round,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e13394,VC E13394,128 mm,48-20-140,Blue Brown,/vincent-chase-vc-e13394-c4-eyeglasses.html
Gold Grey Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14931,VC E14931,136 mm,54-16-145,Gold Grey,/vincent-chase-vc-e14931-c2-eyeglasses.html
Black Tortoise Full Rim Round,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16750,VC S16750,143 mm,48-23-146,Black Tortoise,/vincent-chase-vc-s16750-c2-sunglasses.html
Silver Full Rim Round,1500,1000,SINGLE,Vincent Chase Polarized,Medium,,s15398,VC S15398,138 mm,50-22-143,Silver,/vincent-chase-vc-s15398-c4-sunglasses.html
Brown Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e16666,VC E16666,133 mm,52-17-140,Brown,/vincent-chase-vc-e16666-c2-eyeglasses.html
Gold Black Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s16553,VC S16553,134 mm,53-16-140,Gold Black,/vincent-chase-vc-s16553-c2-sunglasses.html
Blue Transparent Full Rim Square,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e14412,JJ E14412,134 mm,51-18-140,,/john-jacobs-jj-e14412-c1-eyeglasses.html
Black Full Rim Square,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e14319,VC E14319,140 mm,55-17-145,Black,/vincent-chase-vc-e14319-c2-eyeglasses.html
Matte Black Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase,Wide,,s14457,VC S14457,142 mm,56-15-144,Matte Black,/vincent-chase-vc-s14457-c2-sunglasses.html
Silver Full Rim Geometric,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s12917,VC S12917,142 mm,55-21-140,Silver,/vincent-chase-vc-s12917-c1-sunglasses.html
Black Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s13830,VC S13830-W,142 mm,54-18-142,Black,/vincent-chase-vc-s13830--xw-c1-sunglasses.html
Blue Half Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16652,VC E16652,135 mm,53-18-145,Blue,/vincent-chase-vc-e16652-c2-eyeglasses.html
Silver Half Rim Rectangle/ Square,1500,1000,SINGLE,Vincent Chase Polarized,Medium,,s16541,VC S16541,139 mm,54-19-145,Silver,/vincent-chase-vc-s16541-c1-sunglasses.html
Silver Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13789,VC E13789,136 mm,53-18-148,Silver,/vincent-chase-vc-e13789-c1-eyeglasses.html
Brown Transparent Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16663,VC S16663,136 mm,53-16-140,Brown Transparent,/vincent-chase-vc-s16663-c1-sunglasses.html
Black Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s13830,VC S13830-M,138 mm,52-18-142,Black,/vincent-chase-vc-s13830--w-c1-sunglasses.html
Rose Gold Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16461,VC E16461,135 mm,53-16-145,Rose Gold,/vincent-chase-vc-e16461-c1-eyeglasses.html
Gold Full Rim Rectangle/ Square,1500,1000,SINGLE,Vincent Chase Polarized,Medium,,s16540,VC S16540,138 mm,50-21-142,Gold,/vincent-chase-vc-s16540-c2-sunglasses.html
Black Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e14408,JJ E14408,141 mm,56-16-140,Black,/john-jacobs-jj-e14408-c2-eyeglasses.html
Matte Black Half Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e13400,VC E13400,130 mm,50-18-140,Matte Black,/vincent-chase-vc-e13400-c1-eyeglasses.html
Blue Gunmetal Full Rim Aviator,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e15347,VC E15347,137 mm,55-16-145,,/vincent-chase-vc-e15347-c1-eyeglasses.html
Copper Blue Full Rim Clubmaster,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s15751,VC S15751,137 mm,53-17-146,Copper Blue,/vincent-chase-vc-s15751-c2-sunglasses.html
Gold Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s15399,VC S15399,139 mm,56-17-145,,/vincent-chase-vc-s15399-c3-sunglasses.html
White Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase,Wide,,s16614,VC S16614,145 mm,66-21-145,,/vincent-chase-vc-s16614-c1-sunglasses.html
Black Full Rim Round,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s15765,VC S15765,137 mm,48-20-147,Black,/vincent-chase-vc-s15765-c1-sunglasses.html
Gunmetal Full Rim Square,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e12977,JJ E12977,139 mm,55-16-145,Gunmetal,/john-jacobs-jj-e12977-c2-eyeglasses.html
Black Gold Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14936,VC E14936,137 mm,51-19-149,Black Gold,/vincent-chase-vc-e14936-c2-eyeglasses.html
